Channel,Region,Fresh,Milk,Grocery,Frozen,Detergents_Paper,Delicassen
1,1,5309,14158,15088,3527,891,308
1,3,16429,12481,5273,1718,2493,1120
1,1,6233,3568,3034,635,1445,1477
2,1,12471,14696,20767,5982,1436,634
2,2,7012,4741,19135,7336,2731,916
2,3,17843,10537,7919,7636,888,305
2,1,14456,11570,11395,3858,2931,844
2,1,12076,8988,2479,1971,1233,1418
2,3,2892,11563,21371,3752,2778,761
2,2,3213,9738,2406,2525,1089,940
1,3,12811,10957,9822,3414,260,1428
2,2,7894,11999,1371,7514,857,741
1,1,1075,9542,6630,3644,2651,875
1,2,11069,8461,6956,8603,902,1342
2,1,1994,5483,5594,8520,412,1104
2,2,18097,9137,21093,8098,890,1092
2,2,16579,13595,13522,1108,1055,932
1,2,15859,15501,17270,3812,1949,592
1,1,11229,10598,3121,834,2142,1178
2,1,8610,7420,16105,6945,506,1555
1,3,16946,7077,15227,6651,1553,1142
2,1,13802,10192,4378,2905,1361,836
2,2,14433,1459,20572,7642,2509,1075
1,1,14884,17410,22528,7389,2753,1348
2,3,9931,5324,3692,6580,381,434
2,2,10993,13409,18560,4210,518,843
1,3,15426,289,12132,4701,637,1436
1,2,1025,15549,8565,7912,1332,1203
2,3,12767,6777,1836,6968,1861,1526
1,1,7824,1581,23593,7999,993,1431
2,2,12357,13103,13059,2587,1257,1131
1,3,16969,9073,20070,3855,1490,1172
1,2,2863,7004,22653,7628,987,1097
1,2,12146,4595,8029,865,2330,968
1,2,18292,4416,21848,8391,909,1066
2,1,10195,9081,4465,1106,460,1015
1,3,17376,18233,19804,3634,2557,557
2,2,12523,16351,21299,6165,2438,534
1,3,14190,15895,14750,8369,734,1124
1,1,2236,2480,3499,7810,842,1453
2,2,2774,7818,4133,6845,2604,327
2,2,4636,18485,3356,2561,2445,465
1,1,10880,9856,15547,4493,2174,852
2,1,16201,10958,2078,987,960,573
1,2,12198,208,20530,7566,2702,1469
1,3,11199,7752,10127,4431,1383,872
1,1,13965,1854,18500,701,2244,532
1,3,4693,6908,15821,5030,1792,857
2,1,5024,14748,17168,8202,2173,728
1,2,12054,7372,3179,8699,873,757
1,2,4157,2782,19057,7284,2378,1576
1,1,15077,4494,18937,6630,778,460
1,2,5574,18843,5509,2178,329,1512
1,3,5307,11457,21014,8103,2702,1240
2,1,4200,1610,9376,7953,1638,858
1,1,5241,6999,23709,2751,2774,1418
2,3,2246,17058,22798,3359,1420,908
2,2,3107,15655,18669,7632,497,353
2,2,3047,17749,1311,8154,2674,1289
2,2,2702,9129,11499,688,1451,625
2,1,11743,14361,17608,5301,1045,497
2,3,3435,14233,21277,5223,397,1531
1,3,6665,5004,17248,8950,140,387
2,1,18317,2412,17001,6227,2646,849
1,1,18903,3158,7885,961,2429,771
1,2,11392,2165,18554,8618,113,308
1,2,4518,13633,3066,2755,1279,311
1,3,8588,4139,18952,3246,1497,1261
1,3,9507,10996,20768,2935,2388,410
2,2,5329,10730,13849,8383,1918,598
1,2,16817,5354,16565,7625,2905,1541
2,3,18050,10503,16240,5254,2741,1065
2,2,12866,7219,11267,7968,251,1513
1,1,11552,15533,7972,2232,2411,528
1,3,17889,15629,10487,684,1972,945
2,3,9003,217,16038,6113,2696,629
2,3,12953,11464,9548,7355,2081,1500
2,2,8122,15547,7968,3892,1870,408
1,1,5415,10597,22827,5648,1566,1576
2,2,12573,1996,10011,6775,2264,664
1,1,12573,17014,7825,8926,1387,342
1,2,13959,18862,8507,8538,2207,1406
1,1,13742,15695,23329,1238,1736,618
2,2,9098,3256,18628,1545,1006,794
1,1,1131,14772,15984,4988,1425,1131
2,1,6555,1776,10226,1984,1040,1118
1,3,468,17681,756,6207,2140,550
1,1,9628,4677,10695,5397,879,989
1,1,6943,3103,17306,3220,1598,308
1,1,4925,9919,5857,5630,2813,724
2,1,5406,18562,23266,5609,160,1250
2,1,8291,11202,5874,1259,2804,1406
2,3,13959,13966,7252,4404,1286,1042
2,1,2043,17446,1498,2994,1181,560
1,3,14253,7521,18466,1931,1266,467
1,1,16004,12175,9207,8334,984,635
1,3,1934,605,3526,3082,2716,699
2,1,11125,7639,5535,7551,1422,991
2,1,12610,5428,19537,5428,1452,1225
2,3,7606,3913,5870,8047,2969,310
2,3,2289,4143,11175,6692,1362,1208
2,1,424,6198,20812,1988,1787,1538
2,3,15975,1697,7280,3782,2219,1389
2,1,7591,5945,20454,7304,1746,618
1,2,4447,1138,7418,1289,1936,577
1,3,9556,4911,7027,1836,2883,1086
1,3,8610,2393,14063,5262,2469,333
2,2,10647,4711,10003,4592,840,1454
2,1,14332,15396,3066,3925,2828,628
1,3,9491,10975,3059,6431,700,312
1,2,9808,10851,4343,5188,2349,426
1,1,4279,3718,17024,8616,1313,841
1,3,9485,5191,16019,8511,2783,1446
1,2,7675,10790,17975,1982,1803,1115
1,3,7117,15675,3057,4490,2968,402
2,3,9729,18594,20060,8067,1843,399
2,3,9333,15826,3711,1091,979,1220
1,1,421,13862,13045,6091,2279,451
1,2,4656,16359,1584,1965,1798,1260
1,3,5789,9331,21777,3406,1967,1595
2,1,15162,7615,19045,6195,2396,1468
2,3,6584,847,5881,829,2794,978
1,2,970,17424,2380,5692,2588,867
1,1,9305,18237,7620,4579,1169,446
1,1,9077,16977,19266,2455,2575,314
2,2,3521,9226,19324,1676,327,715
2,3,12540,10533,4556,5693,1950,1459
1,2,1098,18616,22103,2110,1659,1373
1,3,13148,4526,8089,2426,2831,1251
2,1,10093,16193,16510,4240,2198,411
2,2,1527,1210,9252,1001,1658,769
1,1,18301,10065,2871,1089,1776,782
1,1,17341,4041,2898,7456,2708,1316
1,3,6561,16373,6186,4382,1661,408
2,2,178,6067,11494,3236,799,1304
1,1,11906,1280,1698,897,2326,943
1,1,9098,4439,20786,5905,2499,1584
2,3,1394,6838,23744,669,489,1588
2,2,17363,9067,11695,4556,2936,1403
2,2,5547,5691,3748,2746,766,1041
2,1,10861,15403,11245,7481,1001,948
2,3,11181,17199,3873,5234,1447,959
1,1,3843,1339,9911,5117,1228,616
2,2,1185,12078,851,3423,290,1278
2,1,4777,1824,16765,5013,2388,1333
2,3,12157,1802,6835,7302,1709,1240
2,3,4408,18349,19346,6218,1599,421
1,1,14502,18527,4236,4466,745,1294
2,2,8325,4531,1650,617,669,743
1,1,640,12309,9629,4899,1303,1114
1,3,7095,15520,6770,2010,2318,742
2,3,10382,18922,4946,8988,755,677
1,1,9229,2888,15075,6863,174,1517
2,2,18146,8602,16900,8089,985,631
1,3,10254,11744,19669,1930,1615,765
2,1,1486,8456,18340,3016,793,513
1,1,18054,4922,20291,7020,941,1216
2,1,18588,14101,22917,2878,2660,381
2,2,15132,7071,19236,7276,602,374
2,1,15305,5457,5470,7983,2659,1581
1,1,10231,8195,5637,2596,2158,629
2,1,17004,15314,20399,1177,431,1243
1,2,17552,1179,6827,7397,432,862
2,1,17121,4531,3000,5921,2945,1246
1,1,1764,10492,19072,2035,2174,983
2,3,5692,3738,10997,4554,164,1566
1,1,9271,17716,2281,5871,1382,815
2,3,12471,5161,1712,1078,1814,444
1,2,18412,16665,4620,1250,2403,1189
2,3,2301,6452,22961,1722,1971,499
2,2,11174,8602,23634,5174,1931,896
2,2,1424,10842,6312,8873,337,562
1,1,9391,13478,5447,3801,2845,359
1,3,1011,4165,17985,6701,1427,650
2,2,4575,8845,22381,7591,1375,462
2,3,4450,13858,18703,5228,1300,847
1,3,1121,8993,14468,3207,1498,1195
2,1,6912,11933,9887,6059,2313,998
2,1,16677,441,3788,4870,1928,479
1,1,12103,11751,18929,3522,1946,875
1,1,10715,15263,16138,2346,483,560
2,3,2548,10214,20268,1485,1008,1080
2,1,3451,10068,9261,2094,2058,455
2,2,12540,9958,7085,865,2249,866
1,3,9925,15980,5994,7546,2090,1126
2,2,6470,14659,2988,2458,1273,330
2,1,14039,15499,13898,7597,1040,1518
1,1,17887,6420,7531,576,1391,737
2,3,17820,10658,17223,1346,2205,621
1,2,12516,5422,3923,4491,1197,1100
2,3,7511,17665,9329,8452,2281,405
1,3,3819,3360,2628,7040,2863,1474
2,1,3830,14843,4509,1367,1791,906
1,1,7356,5492,13087,5369,1799,876
2,2,8968,2352,4575,2807,2654,1253
2,2,15594,12267,14499,3358,1117,939
1,3,5500,10367,6038,7316,1546,965
1,1,17293,4264,3720,8552,1143,1075
2,1,14876,7742,16217,4901,517,1236
2,3,14933,8869,12701,3518,643,941
1,1,14811,11051,3750,2586,2788,589
1,2,13886,5469,3303,8710,2620,1300
2,2,3872,8055,6688,8881,1546,1487
1,1,3955,6284,16930,6886,1776,545
2,3,17265,14719,5913,6212,2660,802
2,1,10937,10877,15678,2879,956,1477
2,3,12561,5525,19744,2922,2390,483
1,3,17130,5218,22885,3395,2761,702
1,2,4462,2889,14655,1663,974,1161
2,2,9683,5894,15510,5416,308,447
1,1,10104,2093,14496,7893,676,828
2,3,9959,281,553,5513,609,1379
2,2,12061,2161,7637,768,412,346
1,3,5416,11670,9421,7174,2105,525
1,1,3229,10154,18028,1290,1045,670
1,1,11482,8579,6276,1325,2939,634
2,1,13164,7075,20860,1400,1676,995
1,2,17477,3405,3477,3216,124,817
1,1,10858,18248,20284,1960,124,523
1,2,9561,15702,8442,8594,1768,1206
1,2,677,5842,19782,6304,610,1505
2,3,2014,550,19021,6634,1510,1501
2,2,18124,16235,19605,5974,417,626
1,2,12690,5858,22893,7549,1000,1165
1,3,13167,16498,19162,4279,856,1490
2,3,477,9590,11344,1667,921,1451
2,1,583,15843,3647,4335,1540,500
1,1,1581,7230,6047,2397,884,1251
2,3,14654,17744,10312,1394,1822,495
2,3,5728,946,20226,1473,681,434
1,2,9907,4808,1318,771,251,563
2,1,5579,5851,19447,3192,2550,812
2,1,17343,1477,9406,3094,573,339
1,1,6543,6509,16163,3301,2292,361
1,3,14172,13417,10523,4249,420,1486
1,2,1768,13403,19571,2125,1808,1112
1,3,1753,11154,17600,8331,583,645
2,2,13072,11909,13041,8036,2381,1589
1,1,8354,1847,13224,8216,746,874
1,1,15865,18525,14523,1105,2375,775
1,1,6676,10915,7604,8592,1838,1105
1,2,6669,12159,18504,2998,1096,1175
2,1,13125,17527,8706,8952,552,429
1,3,3219,6224,3676,3057,2898,1181
2,2,8907,6250,15662,5594,2968,447
1,2,12096,11494,9060,1088,2942,570
1,1,3920,7748,2979,3766,383,422
2,3,10496,5701,22794,6204,1142,395
1,2,4226,8849,12786,580,2998,1484
1,1,2424,4547,17031,4014,1462,674
2,3,1380,6334,18038,2701,278,1145
2,2,17609,9945,3436,3960,378,882
1,2,577,14229,15770,7740,862,841
2,2,6636,12512,7987,5142,1821,629
1,1,17271,4990,715,2505,1924,1274
2,1,8731,17627,11394,3254,146,693
2,2,1401,10612,7500,3894,1426,1045
2,1,18840,15200,21076,3466,1148,344
2,3,3370,6396,6169,5614,2169,812
1,2,4732,1649,12852,3617,1537,1242
2,1,4336,361,18107,691,2185,784
1,1,3366,15560,1854,4331,1372,774
1,1,8159,12774,3923,2594,2973,1590
2,1,3360,12788,2656,6135,1110,313
2,2,999,14331,11302,2829,2212,773
2,1,2025,16238,8834,3202,459,485
1,2,2735,2522,6477,2685,2173,972
2,1,8104,12324,9345,2191,2627,1110
2,3,4862,2867,21539,5536,2981,1448
2,2,6486,669,2515,5962,1135,720
1,3,12600,7743,752,3856,2613,992
1,3,17391,14565,19292,7682,1007,540
2,1,15849,6787,21689,4121,954,665
1,2,18168,4212,19471,2339,547,403
1,1,9678,18633,7324,4463,608,670
2,1,4170,2933,18564,8106,665,899
1,2,3846,4566,1405,2731,1416,387
1,2,10503,14077,19968,8440,1862,1062
2,3,14051,17238,4324,3843,297,1154
2,2,15640,15694,3410,6723,1404,1122
1,2,9997,10859,4183,4515,2304,385
2,3,10458,13363,9288,7538,2342,1345
2,3,5717,346,9048,8977,2841,1536
2,3,10918,6149,18589,8918,235,1562
2,2,15529,7147,15554,4892,2679,1027
2,1,17125,7001,7564,6549,1177,1452
1,2,4953,16577,13180,2432,870,1587
1,1,5494,4572,23343,5324,127,1572
1,3,12829,16837,18172,2794,395,1194
1,1,7014,12814,14488,6555,577,1048
1,1,799,18588,14541,3829,218,1242
2,2,5866,3058,1168,7939,2003,489
2,3,7167,1509,2775,8539,2060,1165
1,3,468,8317,12479,3833,616,1084
2,3,11945,17176,4946,8280,2549,357
2,1,13106,7623,1003,7918,1703,665
1,2,2794,430,9343,2085,1560,505
2,3,15980,668,13491,4864,789,643
2,1,15876,383,3877,5000,2404,835
2,2,12428,832,13329,6951,2137,911
2,2,5292,11773,22614,661,1766,506
1,3,1136,7735,5542,8643,2794,1040
2,1,10286,15501,15799,3404,2225,1029
2,2,18273,775,18897,8448,1947,1358
1,2,6010,12918,10571,5192,2500,1585
1,2,8087,2369,7577,1593,1286,881
1,3,17033,873,15974,5765,3000,557
2,2,12430,11790,11390,8487,1555,891
1,2,11693,12740,4008,7696,103,1032
1,2,18300,10951,6233,1604,369,921
2,3,7642,7831,8937,7346,1784,1073
2,3,10151,14952,4497,7145,1055,1087
1,2,17261,16635,22179,1486,1563,1420
1,2,11242,12051,11508,2758,542,1206
1,1,3903,4988,12404,2670,2441,353
2,3,17442,11297,5253,8893,2837,1342
2,2,1299,12317,21765,545,475,1562
1,2,10507,4872,8023,8883,1517,1365
2,3,10799,14363,5605,8878,1526,975
1,1,18683,7187,21842,5260,1790,592
2,3,5133,7681,1288,5421,2827,700
2,1,7699,3535,14566,5629,515,1176
1,3,2229,12666,4547,5225,1961,1205
1,1,3891,10274,12240,5436,1699,866
2,1,13340,9378,9052,8559,1458,1068
1,1,16347,11017,7278,3082,1851,1473
1,1,9905,18693,15585,7354,2676,1394
2,3,1827,2223,22988,3374,683,1127
1,3,12167,17021,19809,2731,1796,566
2,3,17278,15348,17540,1388,837,342
1,1,13311,15911,5104,4033,2789,676
1,2,1871,853,6013,1138,734,349
1,1,10418,8390,11778,1982,1754,382
2,1,1944,1082,14218,712,1394,1041
2,1,3485,18317,18154,4631,2515,609
1,1,6669,16583,8343,3329,1175,1535
1,1,8179,13430,4987,4390,2878,769
1,2,15171,4817,5965,7656,1757,457
1,1,10430,10064,8870,6128,2597,807
2,3,14845,18640,19306,3907,1537,1058
1,3,18400,13838,3902,2877,939,738
2,2,13272,10110,2711,4595,319,639
2,3,8474,3802,854,8069,2418,618
1,3,12780,17245,16142,6768,1183,1195
2,3,670,16879,22686,6888,437,761
1,2,14695,18958,718,2171,2073,724
2,3,1139,7129,3631,6087,516,651
1,1,16580,4270,12464,7672,656,946
2,1,12098,13060,5411,4708,1717,1133
2,2,12929,6648,16764,2231,443,775
2,3,5912,16766,17811,4584,1182,1199
1,3,14358,8282,16319,1508,1934,825
1,1,11370,16946,12670,7574,2727,1506
1,2,17570,8333,20914,5654,2020,640
2,2,1893,15734,21456,4131,1939,498
2,1,5578,18377,12263,4080,515,1376
2,3,7452,16354,22965,1015,1080,1334
1,3,7715,12336,11869,8474,339,905
2,1,12046,14194,2072,5850,993,580
2,1,4940,13840,7617,7246,274,888
1,2,3608,5394,17231,5239,781,1485
2,2,17336,13901,14470,3424,1896,530
2,3,14639,12899,21540,1508,2436,1282
1,3,9110,12368,5382,5483,1927,1471
1,1,1563,8278,16412,5471,938,776
1,1,6297,3243,7543,6372,1122,780
1,3,5308,14549,5286,1421,770,1128
1,1,1611,7717,885,7801,2891,721
2,2,9395,1802,18854,6086,520,1196
1,3,10568,6989,20143,5240,1454,1595
1,2,11841,18478,8222,8432,2844,925
2,1,680,10190,2387,7535,2654,439
1,3,15097,13442,19171,1044,2403,1496
2,1,3523,7879,18575,4414,562,1245
1,3,17072,7043,2623,8665,452,554
1,3,8885,16653,8511,7588,635,1582
1,2,11551,15719,23629,553,525,947
2,2,18138,11549,4770,5214,2967,1101
2,1,17559,15599,11331,4670,2305,930
2,2,7790,4425,660,6011,1980,823
2,3,2398,6110,21284,5649,684,1281
2,2,16505,986,8950,8214,748,1556
2,3,11490,12895,3358,6929,1705,1195
1,2,9599,7516,13166,5096,2198,1271
2,3,4376,2469,14609,8004,1004,866
2,1,15976,9564,7039,7917,1149,981
1,1,13112,297,14455,5263,2330,705
1,2,14140,14180,19466,7986,1497,938
2,1,5579,8613,21433,2239,1737,411
1,3,8655,8051,7757,6573,947,751
2,2,554,13515,6419,4862,1751,640
2,1,2057,5212,17491,2598,1359,350
1,2,3129,16919,4026,6795,2846,1302
1,3,13349,5119,18939,3533,258,796
2,3,11249,12982,13481,1979,2588,716
2,2,9795,12617,12318,4428,1900,1516
1,2,4946,16731,11700,3529,542,681
1,1,14854,726,23306,1427,1092,906
2,1,5028,16140,11613,7648,1009,571
1,1,5540,12800,8538,4656,646,1300
2,1,11216,11611,2531,1252,1241,1239
1,1,9781,14877,10954,6153,359,1016
1,3,16395,5551,7551,3400,1185,393
2,2,14678,1063,17918,7268,889,1223
1,1,13407,14440,6320,1865,2279,997
1,2,17638,2471,8226,6912,1648,1123
1,3,7162,9568,15628,8084,793,342
2,3,5338,9781,2835,1779,2213,1138
1,3,13318,5065,4189,6107,1470,1169
2,1,4250,5797,15613,3810,2310,1109
1,2,18884,9759,8972,1978,1472,773
1,1,7133,1360,2682,4977,2692,981
1,2,13505,18201,23622,8361,1505,331
1,1,7283,2205,4970,2101,1126,1214
1,3,16694,12318,6912,6161,956,335
2,1,11628,3474,12893,8739,2396,531
2,1,16914,16724,3520,896,2041,1536
2,3,4407,4831,8164,1155,1998,1185
2,2,259,1817,7933,1946,2742,329
2,2,4317,13150,22013,5730,427,1467
1,2,602,18517,12891,4686,1021,1311
2,1,5597,8091,3374,8992,491,1249
2,1,12815,8546,17161,5541,1557,1466
2,2,3800,16151,2237,6166,258,869
2,2,6127,8118,21493,5817,1714,1207
1,1,2203,17109,1505,3993,502,1091
2,1,16813,9023,18712,6054,2655,1016
1,1,9911,15590,8783,8040,1198,627
1,2,18930,8504,2305,3538,1034,1406
1,3,4434,1248,1214,2757,771,623
1,3,426,10705,10994,1289,1633,1147
2,2,6431,16718,16503,6989,1378,1359
1,1,18467,13796,22118,8882,2550,581
2,3,18482,6933,11118,4475,1454,352
1,3,3866,15818,4048,4999,837,1596
1,1,18034,17485,20735,835,2748,508
1,2,4555,1819,12298,6436,432,1547
2,2,7850,15873,16677,6647,223,584
2,3,1753,12438,6738,2053,2911,1232
2,2,11860,12082,8020,5964,231,1570
2,2,9868,6044,17261,3941,2158,807
2,2,15304,7555,10114,8088,787,1115
1,1,10580,12483,7859,5789,2268,702
2,2,14642,18228,6567,6104,926,326
1,3,12097,13733,3913,2186,860,690
2,3,5672,2416,12616,3925,472,512
1,1,9419,6277,12324,8021,1484,1266
2,2,1076,17972,17503,974,567,786
1,1,5555,6487,7517,1026,862,788
2,3,11943,13548,10559,4984,169,1106
1,3,12329,10059,6182,6821,1071,1222
1,1,16340,18372,6798,4699,2762,950
1,1,1019,4261,4763,1853,1447,704
2,2,13150,18932,6531,1981,1512,1183
2,1,1550,12049,2304,4254,817,543
1,1,498,11563,6152,3788,2619,1288
2,2,14451,10481,17755,7891,2211,931
2,3,13702,18281,6033,4095,2025,1370
1,2,5633,18693,11715,7361,1491,854
2,3,11205,4307,16846,3269,2687,975
2,2,9342,16380,12639,1784,1148,1400
2,2,9483,13481,3715,7430,2576,1165
1,2,528,18109,5062,6406,402,679
2,2,12266,10564,19523,5873,2336,353
1,1,3826,5241,3779,5791,2094,873
2,1,2906,10204,14690,4990,1350,1532
1,3,11231,5793,11327,8331,2158,1250
2,1,18291,6874,11521,6726,760,655
2,2,2433,6227,21086,8088,1610,413
2,2,17294,11255,6492,1726,139,1596
1,1,8729,7656,20523,3706,1419,477
2,2,4798,15021,23374,4790,539,559
2,2,12447,8385,7342,1421,1427,1595
2,2,738,6145,10212,7599,1519,1178
2,1,18232,5304,16738,7338,1413,478
1,1,9564,16740,15658,7490,310,1348
1,3,3570,4231,20823,4099,2832,1028
1,2,138,12915,14458,5520,2973,1260
1,3,9869,7335,23002,5097,1363,1059
1,2,8596,17695,18594,8717,2330,861
2,1,11883,13192,15360,8689,2158,1162
2,2,6616,937,14779,6314,2237,420
1,1,11034,13821,22534,6696,2666,1362
1,1,802,17292,8464,7090,2493,1177
1,2,11945,1448,14749,6518,2171,1432
1,2,1774,10294,10628,8788,2509,497
1,1,10211,13936,2927,3376,1971,1418
1,3,17627,6813,14836,8677,2082,1453
1,3,18713,15209,2642,3936,1952,676
2,1,11016,13127,4134,7069,2248,619
2,2,16269,6768,2089,3573,188,495
2,3,5107,12195,14213,6859,2931,1400
2,3,11812,12406,19611,3292,2219,1267
1,2,4909,18829,4641,1328,1382,585
1,2,6637,18246,8575,6928,1909,1253
2,3,8376,5842,5123,5830,525,827
2,1,10338,12530,9021,2187,847,1398
1,2,5512,13448,19506,2142,1810,831
1,3,6953,12550,12592,5455,1649,1317
2,1,14343,15908,917,1825,2925,623
1,2,15070,12138,18912,1199,1712,903
2,1,16914,18872,3913,6979,2438,1258
2,2,13350,4098,21645,3382,1387,1461
1,3,9160,1759,8997,4259,1083,1137
2,1,18065,6156,6484,9000,1140,1148
1,1,9158,13923,17291,3953,2616,1287
2,3,14881,10317,9785,8700,2887,556
2,3,8587,1223,17284,2345,673,857
1,3,12902,10062,7963,6303,2848,1316
1,2,12324,4769,9457,7759,1182,1527
2,1,16910,14385,2920,5509,2171,1153
1,2,2005,8060,8843,6565,1369,613
2,1,809,8769,21305,7294,2746,504
1,3,3445,2308,15457,7597,1676,447
2,1,703,2756,14078,8996,471,1155
1,3,9404,7085,19232,2531,1431,1578
1,1,13042,9287,12495,7132,179,1572
1,2,8174,14616,3952,3008,1055,1204
2,2,14205,5241,1837,4965,320,1553
1,1,8536,6826,2970,6554,533,744
1,3,673,18352,14548,8752,2292,1243
1,2,3127,9507,1536,8882,1921,1044
2,3,14553,13414,2165,5949,990,973
1,2,7392,11884,11167,8815,2918,792
1,2,16672,13416,7254,5039,447,1074
2,3,938,15792,7214,4973,1920,1577
1,2,17495,13198,6382,1329,202,345
1,2,9378,16492,22987,1876,2342,928
1,3,8492,1513,8378,1213,905,971
1,2,3321,4891,18551,7710,812,894
1,3,5671,5251,18954,1369,327,1381
1,1,3499,7343,6751,2991,166,499
1,2,14989,15699,12886,2006,2330,594
1,3,11276,10127,10318,4041,970,311
1,3,15182,11038,20935,6856,2190,1277
2,2,14898,3490,6930,1266,2097,1117
1,3,16732,17444,15810,8616,1893,1180
1,1,4936,7658,6000,7721,1953,650
2,1,6737,3489,2564,5907,436,886
1,2,4896,273,8090,2966,2882,1202
2,1,14770,4634,13499,4674,2397,1102
2,2,9917,18042,1777,6917,2185,1447
2,1,14577,13637,16315,4941,171,1030
2,2,6082,2845,16604,6339,642,302
1,1,18498,7873,5330,1885,2445,756
1,3,233,184,13991,5072,1317,872
2,2,13411,11250,18426,3216,2296,968
1,2,2127,334,5293,8734,589,937
1,3,7340,5612,16825,2759,2894,1029
2,2,3723,8897,6595,5199,502,1468
2,3,1555,3484,515,4746,590,1409
1,2,10595,3073,17430,3681,2820,1313
1,3,13753,11509,4347,6470,2395,1277
2,1,7825,11395,19895,6763,707,921
1,1,1730,6718,23428,5408,1437,330
2,2,1793,11880,6567,3385,2582,1057
2,1,3626,2048,23679,6935,2338,793
2,2,13813,13985,22633,5758,1388,303
1,3,15710,13286,8818,5263,438,815
1,2,18772,3497,16213,5760,1434,1197
1,1,10386,1733,21177,8728,1538,314
1,3,10708,5958,1238,8253,710,1430
1,1,5171,4096,8087,2944,1964,929
2,1,8654,1545,2571,1482,2987,533
2,1,12916,13444,15928,8576,1871,1280
2,3,6233,3487,7355,1450,1153,943
2,3,3193,16875,991,7006,1105,1152
2,1,6713,18219,21360,1227,1572,1228
2,1,9947,11351,3743,8174,646,644
1,3,7903,4476,3680,6056,420,1521
2,2,13008,3305,9296,1096,2944,1422
2,3,12851,5672,13111,7976,1739,867
1,2,6475,16248,3485,4976,2193,723
2,2,6073,3797,10903,4439,2963,1587
1,1,7282,12530,10197,8919,1200,952
2,2,7036,14981,729,4414,2082,477
2,1,16426,16315,20767,3852,2141,1136
1,2,10543,5539,17418,4450,2999,908
2,3,16506,12290,11812,5458,1507,465
1,1,9167,12089,13057,7190,431,1409
2,1,716,15220,6521,6147,2534,791
2,1,11502,16919,2810,1957,2226,1043
1,1,8793,11604,2890,6415,1523,1547
2,1,10228,11760,11039,5207,2108,1342
1,2,16013,5263,7718,537,388,457
2,3,8051,1420,21364,8740,2109,327
1,1,13425,4039,7890,4552,825,529
1,3,7431,4386,12229,7767,775,1481
2,1,14462,1092,19390,5797,1779,508
1,3,5894,3231,6248,2113,1896,808
2,2,52,8791,23517,3508,2989,633
2,3,3487,5783,2424,2495,740,1019
2,1,12271,4725,22362,565,592,360
1,2,8572,7964,10408,4656,1838,1139
1,2,5254,870,6901,6513,1927,1317
1,1,1615,5354,13651,3776,2831,1397
2,1,13612,13182,6975,6652,417,654
1,3,1791,11049,17605,6195,2004,998
2,2,12461,6838,23741,4752,1907,1110
2,1,16807,12456,14425,4353,1896,1317
1,2,10641,15781,4511,6022,151,1522
2,3,4355,4473,17334,2638,2994,1038
1,2,17744,16619,1239,5305,1404,1027
2,3,1096,10541,16798,1991,1564,1421
1,3,701,7076,18243,7958,2588,1417
2,1,2378,930,9075,8637,1964,1430
